image_id,question,answer
notumor_092,What type of brain tumor is shown?,no tumor
notumor_234,What type of brain tumor is shown?,no tumor
meningioma_202,Is there a tumor visible in this MRI scan?,yes
pituitary_219,Is there a tumor visible in this MRI scan?,yes
glioma_063,What type of brain tumor is shown?,glioma
glioma_137,Is this a glioma tumor?,yes
glioma_185,What type of brain tumor is shown?,glioma
glioma_078,What type of brain tumor is shown?,glioma
meningioma_033,Where is the tumor located?,central skull base region
meningioma_113,Is this a meningioma tumor?,yes
notumor_219,Is there a tumor visible in this MRI scan?,no
glioma_004,Where is the tumor located?,right frontal lobe
notumor_126,Is this a pituitary tumor?,no
pituitary_198,Is this a pituitary tumor?,yes
notumor_052,Is there a tumor visible in this MRI scan?,no
glioma_091,Where is the tumor located?,right frontal paramedian region
glioma_046,What type of brain tumor is shown?,glioma
meningioma_049,What type of brain tumor is shown?,meningioma
pituitary_118,What type of brain tumor is shown?,pituitary tumor
meningioma_031,Is this a meningioma tumor?,yes
notumor_219,What type of brain tumor is shown?,no tumor
meningioma_046,What type of brain tumor is shown?,meningioma
notumor_164,Where is the tumor located?,no tumor present
glioma_154,What type of brain tumor is shown?,glioma
meningioma_117,What type of brain tumor is shown?,meningioma
glioma_101,Is this a glioma tumor?,yes
glioma_234,What type of brain tumor is shown?,glioma
pituitary_105,Where is the tumor located?,sellar and suprasellar region
pituitary_158,Is this a pituitary tumor?,yes
pituitary_196,Is there a tumor visible in this MRI scan?,yes
glioma_182,What type of brain tumor is shown?,glioma
glioma_207,What type of brain tumor is shown?,glioma
meningioma_131,Is this a meningioma tumor?,yes
glioma_035,Is there a tumor visible in this MRI scan?,yes
glioma_158,Is there a tumor visible in this MRI scan?,yes
glioma_084,What type of brain tumor is shown?,glioma
glioma_098,What type of brain tumor is shown?,glioma
notumor_098,What type of brain tumor is shown?,no tumor
meningioma_205,Is this a meningioma tumor?,yes
notumor_149,Is there a tumor visible in this MRI scan?,no
glioma_178,What type of brain tumor is shown?,glioma
meningioma_010,Where is the tumor located?,posterior fossa midline region
pituitary_152,Is this a pituitary tumor?,yes
notumor_113,Is there a tumor visible in this MRI scan?,no
meningioma_141,Is this a meningioma tumor?,yes
notumor_168,Is there a tumor visible in this MRI scan?,no
notumor_087,Is there a tumor visible in this MRI scan?,no
meningioma_029,Is there a tumor visible in this MRI scan?,yes
meningioma_056,Where is the tumor located?,right periventricular region
pituitary_164,Is this a pituitary tumor?,yes
pituitary_106,Is this a pituitary tumor?,yes
meningioma_128,Is there a tumor visible in this MRI scan?,yes
meningioma_188,What type of brain tumor is shown?,meningioma
notumor_145,Is there a tumor visible in this MRI scan?,no
glioma_085,What type of brain tumor is shown?,glioma
glioma_054,Where is the tumor located?,right temporal lobe
meningioma_086,Is this a meningioma tumor?,yes
notumor_085,What type of brain tumor is shown?,no tumor
notumor_185,What type of brain tumor is shown?,no tumor
pituitary_144,What type of brain tumor is shown?,pituitary tumor
notumor_097,Is there a tumor visible in this MRI scan?,no
pituitary_172,What type of brain tumor is shown?,pituitary tumor
pituitary_081,What type of brain tumor is shown?,pituitary tumor
glioma_026,Is this a glioma tumor?,yes
pituitary_212,Is there a tumor visible in this MRI scan?,yes
glioma_043,Where is the tumor located?,central parietal region
glioma_027,Where is the tumor located?,right occipital parietal region
pituitary_197,Where is the tumor located?,sellar region suprasellar extension
notumor_246,Is there a tumor visible in this MRI scan?,no
pituitary_230,Is there a tumor visible in this MRI scan?,yes
pituitary_165,Is there a tumor visible in this MRI scan?,yes
pituitary_133,Where is the tumor located?,sellar and suprasellar region
pituitary_175,What type of brain tumor is shown?,pituitary tumor
pituitary_166,Where is the tumor located?,sellar and suprasellar region
pituitary_247,Is this a pituitary tumor?,yes
notumor_025,What type of brain tumor is shown?,no tumor
notumor_106,Where is the tumor located?,no tumor present
meningioma_011,Is there a tumor visible in this MRI scan?,yes
notumor_208,Where is the tumor located?,no tumor present
pituitary_031,Is there a tumor visible in this MRI scan?,yes
meningioma_132,Is there a tumor visible in this MRI scan?,yes
notumor_101,Where is the tumor located?,no tumor present
pituitary_063,Is there a tumor visible in this MRI scan?,yes
glioma_121,Is this a glioma tumor?,yes
pituitary_206,Where is the tumor located?,sellar region
notumor_066,Where is the tumor located?,no tumor present
meningioma_191,What type of brain tumor is shown?,meningioma
notumor_062,Is this a meningioma tumor?,no
notumor_094,Where is the tumor located?,no tumor present
pituitary_234,Where is the tumor located?,sellar and suprasellar region
pituitary_235,Is this a pituitary tumor?,yes
glioma_102,Is this a glioma tumor?,yes
glioma_190,Is this a glioma tumor?,yes
pituitary_151,Is there a tumor visible in this MRI scan?,yes
glioma_025,Is this a glioma tumor?,yes
meningioma_084,Is this a meningioma tumor?,yes
notumor_042,Is there a tumor visible in this MRI scan?,no
notumor_172,What type of brain tumor is shown?,no tumor
notumor_132,What type of brain tumor is shown?,no tumor
pituitary_015,What type of brain tumor is shown?,pituitary tumor
pituitary_198,Where is the tumor located?,sellar region anterior skull base
glioma_038,Is there a tumor visible in this MRI scan?,yes
glioma_008,Is there a tumor visible in this MRI scan?,yes
pituitary_179,Where is the tumor located?,sellar region anterior skull base
notumor_118,Where is the tumor located?,no tumor present
glioma_174,Is there a tumor visible in this MRI scan?,yes
meningioma_097,What type of brain tumor is shown?,meningioma
meningioma_212,Is this a meningioma tumor?,yes
notumor_129,Is there a tumor visible in this MRI scan?,no
meningioma_150,Where is the tumor located?,right temporal fossa
glioma_176,Is this a glioma tumor?,yes
meningioma_178,Is there a tumor visible in this MRI scan?,yes
glioma_114,What type of brain tumor is shown?,glioma
pituitary_011,Is there a tumor visible in this MRI scan?,yes
notumor_178,Where is the tumor located?,no tumor present
pituitary_079,Where is the tumor located?,sellar and suprasellar region
glioma_153,Is this a glioma tumor?,yes
glioma_042,Where is the tumor located?,sellar suprasellar region
glioma_183,What type of brain tumor is shown?,glioma
pituitary_215,Is there a tumor visible in this MRI scan?,yes
notumor_144,What type of brain tumor is shown?,no tumor
pituitary_160,What type of brain tumor is shown?,pituitary tumor
meningioma_156,What type of brain tumor is shown?,meningioma
glioma_147,Where is the tumor located?,right parietal occipital region
meningioma_101,Is this a meningioma tumor?,yes
meningioma_176,Is there a tumor visible in this MRI scan?,yes
pituitary_225,Is this a pituitary tumor?,yes
notumor_034,Where is the tumor located?,no tumor present
meningioma_095,Where is the tumor located?,right temporal skull base
pituitary_023,Is this a pituitary tumor?,yes
pituitary_044,Where is the tumor located?,central sellar region
pituitary_228,What type of brain tumor is shown?,pituitary tumor
notumor_230,Is this a pituitary tumor?,no
notumor_057,Where is the tumor located?,no tumor present
glioma_111,Is this a glioma tumor?,yes
pituitary_013,Where is the tumor located?,central sellar region
meningioma_076,Is this a meningioma tumor?,yes
notumor_094,Is this a glioma tumor?,no
meningioma_077,Is there a tumor visible in this MRI scan?,yes
glioma_060,Is there a tumor visible in this MRI scan?,yes
glioma_131,Is there a tumor visible in this MRI scan?,yes
glioma_184,Where is the tumor located?,right temporal parietal region
notumor_133,What type of brain tumor is shown?,no tumor
pituitary_027,What type of brain tumor is shown?,pituitary tumor
glioma_149,Is there a tumor visible in this MRI scan?,yes
meningioma_076,Where is the tumor located?,left frontal convexity
meningioma_097,Where is the tumor located?,posterior fossa midline
pituitary_146,Where is the tumor located?,sellar region midline
notumor_125,Is there a tumor visible in this MRI scan?,no
notumor_179,Is this a meningioma tumor?,no
glioma_227,Is there a tumor visible in this MRI scan?,yes
notumor_095,What type of brain tumor is shown?,no tumor
meningioma_070,Where is the tumor located?,left posterior fossa
notumor_046,Is there a tumor visible in this MRI scan?,no
notumor_209,Where is the tumor located?,no tumor present
pituitary_078,Is there a tumor visible in this MRI scan?,yes
notumor_041,What type of brain tumor is shown?,no tumor
notumor_067,What type of brain tumor is shown?,no tumor
notumor_039,Where is the tumor located?,no tumor present
glioma_177,What type of brain tumor is shown?,glioma
notumor_129,What type of brain tumor is shown?,no tumor
glioma_187,Is this a glioma tumor?,yes
meningioma_235,Where is the tumor located?,left parietal convexity
pituitary_159,Is this a pituitary tumor?,yes
glioma_129,Is this a glioma tumor?,yes
glioma_021,Is this a glioma tumor?,yes
meningioma_078,Is there a tumor visible in this MRI scan?,yes
notumor_077,Is this a meningioma tumor?,no
glioma_229,What type of brain tumor is shown?,glioma
notumor_169,Is this a glioma tumor?,no
notumor_165,Is this a pituitary tumor?,no
glioma_194,What type of brain tumor is shown?,glioma
glioma_083,Is this a glioma tumor?,yes
pituitary_014,What type of brain tumor is shown?,pituitary tumor
pituitary_001,Is this a pituitary tumor?,yes
glioma_236,Where is the tumor located?,left temporal occipital region
glioma_206,What type of brain tumor is shown?,glioma
glioma_228,Is this a glioma tumor?,yes
pituitary_130,Is there a tumor visible in this MRI scan?,yes
glioma_046,Is this a glioma tumor?,yes
glioma_042,Is there a tumor visible in this MRI scan?,yes
meningioma_131,Where is the tumor located?,right temporal region
glioma_113,Where is the tumor located?,right parietal occipital region
pituitary_135,What type of brain tumor is shown?,pituitary tumor
meningioma_078,Where is the tumor located?,right frontal parasagittal region
meningioma_028,Where is the tumor located?,posterior fossa inferior region
notumor_193,Is there a tumor visible in this MRI scan?,no
meningioma_072,Where is the tumor located?,left posterior cerebellar region
glioma_082,Where is the tumor located?,right frontal lobe
meningioma_198,What type of brain tumor is shown?,meningioma
pituitary_123,What type of brain tumor is shown?,pituitary tumor
notumor_134,What type of brain tumor is shown?,no tumor
pituitary_002,Where is the tumor located?,sellar region
meningioma_215,What type of brain tumor is shown?,meningioma
glioma_079,Is there a tumor visible in this MRI scan?,yes
glioma_209,Is there a tumor visible in this MRI scan?,yes
meningioma_051,Is this a meningioma tumor?,yes
notumor_017,Is there a tumor visible in this MRI scan?,no
pituitary_152,Where is the tumor located?,sellar and suprasellar region
pituitary_034,What type of brain tumor is shown?,pituitary tumor
pituitary_053,Is this a pituitary tumor?,yes
notumor_228,Is this a pituitary tumor?,no
meningioma_121,Is this a meningioma tumor?,yes
glioma_195,Is this a glioma tumor?,yes
glioma_200,Where is the tumor located?,right temporal region
glioma_014,What type of brain tumor is shown?,glioma
meningioma_231,Is there a tumor visible in this MRI scan?,yes
notumor_109,Where is the tumor located?,no tumor present
pituitary_239,What type of brain tumor is shown?,pituitary tumor
meningioma_176,Is this a meningioma tumor?,yes
pituitary_041,Is this a pituitary tumor?,yes
notumor_186,Is there a tumor visible in this MRI scan?,no
glioma_247,Where is the tumor located?,right parietal occipital region
notumor_034,Is there a tumor visible in this MRI scan?,no
notumor_151,Is this a glioma tumor?,no
meningioma_099,What type of brain tumor is shown?,meningioma
glioma_193,Is there a tumor visible in this MRI scan?,yes
notumor_133,Is this a glioma tumor?,no
glioma_072,Is this a glioma tumor?,yes
notumor_250,What type of brain tumor is shown?,no tumor
glioma_108,Is there a tumor visible in this MRI scan?,yes
pituitary_084,Is there a tumor visible in this MRI scan?,yes
pituitary_020,Where is the tumor located?,sellar region
glioma_181,What type of brain tumor is shown?,glioma
glioma_238,Where is the tumor located?,left parietal lobe
notumor_008,Is there a tumor visible in this MRI scan?,no
pituitary_066,What type of brain tumor is shown?,pituitary tumor
glioma_248,Is this a glioma tumor?,yes
notumor_180,Where is the tumor located?,no tumor present
pituitary_172,Where is the tumor located?,sellar region suprasellar extension
glioma_082,What type of brain tumor is shown?,glioma
pituitary_153,Is there a tumor visible in this MRI scan?,yes
meningioma_096,Where is the tumor located?,right posterior cerebellar region
meningioma_182,Is there a tumor visible in this MRI scan?,yes
meningioma_022,What type of brain tumor is shown?,meningioma
notumor_050,Is there a tumor visible in this MRI scan?,no
glioma_086,Is this a glioma tumor?,yes
glioma_037,Where is the tumor located?,right frontal parietal region
notumor_024,Where is the tumor located?,no tumor present
meningioma_027,Where is the tumor located?,left temporal region
glioma_213,Is there a tumor visible in this MRI scan?,yes
glioma_242,What type of brain tumor is shown?,glioma
notumor_066,What type of brain tumor is shown?,no tumor
pituitary_051,Where is the tumor located?,central sellar region
glioma_166,Is this a glioma tumor?,yes
meningioma_001,What type of brain tumor is shown?,meningioma
notumor_212,Where is the tumor located?,no tumor present
notumor_086,Is there a tumor visible in this MRI scan?,no
notumor_026,What type of brain tumor is shown?,no tumor
notumor_223,Is this a meningioma tumor?,no
meningioma_220,Where is the tumor located?,left temporal parietal convexity
notumor_190,Is there a tumor visible in this MRI scan?,no
meningioma_051,Where is the tumor located?,right frontal convexity
meningioma_248,What type of brain tumor is shown?,meningioma
glioma_007,Is there a tumor visible in this MRI scan?,yes
notumor_187,Where is the tumor located?,no tumor present
pituitary_171,Where is the tumor located?,sellar region midline
pituitary_188,Where is the tumor located?,sellar region midline
notumor_013,Is there a tumor visible in this MRI scan?,no
glioma_219,Where is the tumor located?,right frontoparietal region
notumor_147,Where is the tumor located?,no tumor present
glioma_235,What type of brain tumor is shown?,glioma
pituitary_099,What type of brain tumor is shown?,pituitary tumor
notumor_085,Is there a tumor visible in this MRI scan?,no
notumor_241,Is there a tumor visible in this MRI scan?,no
glioma_097,Is this a glioma tumor?,yes
notumor_010,Where is the tumor located?,no tumor present
notumor_082,What type of brain tumor is shown?,no tumor
pituitary_228,Is this a pituitary tumor?,yes
pituitary_073,Where is the tumor located?,sellar region
notumor_059,Is there a tumor visible in this MRI scan?,no
glioma_235,Is there a tumor visible in this MRI scan?,yes
notumor_108,Is this a pituitary tumor?,no
pituitary_091,Is there a tumor visible in this MRI scan?,yes
notumor_225,Is there a tumor visible in this MRI scan?,no
meningioma_084,Is there a tumor visible in this MRI scan?,yes
meningioma_234,What type of brain tumor is shown?,meningioma
glioma_234,Where is the tumor located?,posterior fossa cerebellum
pituitary_105,What type of brain tumor is shown?,pituitary tumor
glioma_142,What type of brain tumor is shown?,glioma
meningioma_214,What type of brain tumor is shown?,meningioma
notumor_053,Is this a meningioma tumor?,no
pituitary_117,Where is the tumor located?,sellar region midline
meningioma_162,Is this a meningioma tumor?,yes
notumor_079,Is this a glioma tumor?,no
meningioma_199,Is there a tumor visible in this MRI scan?,yes
meningioma_108,What type of brain tumor is shown?,meningioma
notumor_018,Where is the tumor located?,no tumor present
meningioma_004,Is this a meningioma tumor?,yes
meningioma_233,Is there a tumor visible in this MRI scan?,yes
pituitary_246,Is this a pituitary tumor?,yes
glioma_032,What type of brain tumor is shown?,glioma
pituitary_194,Is there a tumor visible in this MRI scan?,yes
meningioma_087,Where is the tumor located?,left posterior fossa region
glioma_089,Where is the tumor located?,left parietal temporal region
glioma_207,Where is the tumor located?,bilateral cerebral hemispheres
meningioma_160,Where is the tumor located?,right frontal parasagittal
glioma_247,Is there a tumor visible in this MRI scan?,yes
pituitary_048,Is there a tumor visible in this MRI scan?,yes
notumor_097,What type of brain tumor is shown?,no tumor
pituitary_111,Where is the tumor located?,sellar region
glioma_091,What type of brain tumor is shown?,glioma
pituitary_088,Is this a pituitary tumor?,yes
glioma_087,Is this a glioma tumor?,yes
pituitary_182,What type of brain tumor is shown?,pituitary tumor
notumor_095,Is there a tumor visible in this MRI scan?,no
glioma_178,Where is the tumor located?,left frontoparietal region
pituitary_223,What type of brain tumor is shown?,pituitary tumor
notumor_197,Is this a meningioma tumor?,no
glioma_003,What type of brain tumor is shown?,glioma
notumor_051,Where is the tumor located?,no tumor present
pituitary_030,Is there a tumor visible in this MRI scan?,yes
meningioma_209,What type of brain tumor is shown?,meningioma
glioma_199,Is this a glioma tumor?,yes
notumor_170,What type of brain tumor is shown?,no tumor
pituitary_169,What type of brain tumor is shown?,pituitary tumor
glioma_024,What type of brain tumor is shown?,glioma
glioma_033,Is this a glioma tumor?,yes
pituitary_093,Where is the tumor located?,sellar region
pituitary_242,Is this a pituitary tumor?,yes
notumor_218,Is this a pituitary tumor?,no
pituitary_066,Where is the tumor located?,central sellar region
meningioma_226,Is there a tumor visible in this MRI scan?,yes
notumor_011,Is this a glioma tumor?,no
notumor_044,Is there a tumor visible in this MRI scan?,no
meningioma_234,Is there a tumor visible in this MRI scan?,yes
notumor_091,Is there a tumor visible in this MRI scan?,no
meningioma_217,Is this a meningioma tumor?,yes
meningioma_165,What type of brain tumor is shown?,meningioma
glioma_130,Is there a tumor visible in this MRI scan?,yes
meningioma_215,Is this a meningioma tumor?,yes
pituitary_162,Is this a pituitary tumor?,yes
pituitary_061,Where is the tumor located?,sellar region
meningioma_070,Is this a meningioma tumor?,yes
notumor_214,What type of brain tumor is shown?,no tumor
glioma_238,What type of brain tumor is shown?,glioma
meningioma_031,Is there a tumor visible in this MRI scan?,yes
pituitary_150,Is this a pituitary tumor?,yes
pituitary_052,Is there a tumor visible in this MRI scan?,yes
glioma_105,Where is the tumor located?,right temporal skull base
glioma_231,What type of brain tumor is shown?,glioma
pituitary_229,Is this a pituitary tumor?,yes
glioma_120,Is this a glioma tumor?,yes
pituitary_009,Where is the tumor located?,sellar region
pituitary_221,Where is the tumor located?,sellar and suprasellar region
meningioma_174,Is there a tumor visible in this MRI scan?,yes
notumor_211,Is there a tumor visible in this MRI scan?,no
meningioma_118,Where is the tumor located?,left parietal convexity
pituitary_151,Is this a pituitary tumor?,yes
meningioma_051,What type of brain tumor is shown?,meningioma
pituitary_110,What type of brain tumor is shown?,pituitary tumor
pituitary_157,What type of brain tumor is shown?,pituitary tumor
meningioma_168,Is this a meningioma tumor?,yes
notumor_174,Where is the tumor located?,no tumor present
meningioma_243,What type of brain tumor is shown?,meningioma
pituitary_038,Where is the tumor located?,sellar region
glioma_206,Is there a tumor visible in this MRI scan?,yes
meningioma_250,Is this a meningioma tumor?,yes
notumor_206,What type of brain tumor is shown?,no tumor
meningioma_063,Is there a tumor visible in this MRI scan?,yes
notumor_102,What type of brain tumor is shown?,no tumor
pituitary_179,Is there a tumor visible in this MRI scan?,yes
notumor_136,Is there a tumor visible in this MRI scan?,no
pituitary_048,What type of brain tumor is shown?,pituitary tumor
notumor_120,Is there a tumor visible in this MRI scan?,no
meningioma_012,What type of brain tumor is shown?,meningioma
meningioma_223,Is there a tumor visible in this MRI scan?,yes
pituitary_118,Is this a pituitary tumor?,yes
glioma_154,Where is the tumor located?,left temporal lobe
meningioma_080,What type of brain tumor is shown?,meningioma
notumor_212,Is there a tumor visible in this MRI scan?,no
notumor_222,Is there a tumor visible in this MRI scan?,no
notumor_226,Is there a tumor visible in this MRI scan?,no
pituitary_035,Is there a tumor visible in this MRI scan?,yes
notumor_065,Is there a tumor visible in this MRI scan?,no
meningioma_194,Is there a tumor visible in this MRI scan?,yes
notumor_234,Is there a tumor visible in this MRI scan?,no
glioma_033,Where is the tumor located?,right cerebellar hemisphere
pituitary_213,What type of brain tumor is shown?,pituitary tumor
glioma_020,Is this a glioma tumor?,yes
pituitary_014,Is there a tumor visible in this MRI scan?,yes
glioma_182,Is there a tumor visible in this MRI scan?,yes
meningioma_079,What type of brain tumor is shown?,meningioma
meningioma_213,Where is the tumor located?,right frontal convexity
notumor_226,Where is the tumor located?,no tumor present
notumor_011,What type of brain tumor is shown?,no tumor
notumor_074,Is this a meningioma tumor?,no
meningioma_094,Is there a tumor visible in this MRI scan?,yes
meningioma_214,Where is the tumor located?,left temporal skull base
meningioma_080,Where is the tumor located?,right frontal convexity
pituitary_141,Is there a tumor visible in this MRI scan?,yes
notumor_208,What type of brain tumor is shown?,no tumor
notumor_062,Is there a tumor visible in this MRI scan?,no
notumor_218,Where is the tumor located?,no tumor present
glioma_094,Where is the tumor located?,right frontal parietal region
meningioma_228,Is there a tumor visible in this MRI scan?,yes
glioma_084,Is this a glioma tumor?,yes
pituitary_247,What type of brain tumor is shown?,pituitary tumor
notumor_184,Is this a glioma tumor?,no
pituitary_092,Is this a pituitary tumor?,yes
meningioma_152,Is there a tumor visible in this MRI scan?,yes
meningioma_030,What type of brain tumor is shown?,meningioma
notumor_193,Where is the tumor located?,no tumor present
meningioma_236,Where is the tumor located?,right frontoparietal convexity
pituitary_250,Is this a pituitary tumor?,yes
pituitary_095,Is there a tumor visible in this MRI scan?,yes
notumor_087,Is this a pituitary tumor?,no
meningioma_086,What type of brain tumor is shown?,meningioma
glioma_081,Is there a tumor visible in this MRI scan?,yes
meningioma_155,Where is the tumor located?,left frontotemporal convexity
notumor_059,Where is the tumor located?,no tumor present
pituitary_016,Is there a tumor visible in this MRI scan?,yes
pituitary_055,Where is the tumor located?,sellar and suprasellar region
meningioma_169,Is this a meningioma tumor?,yes
meningioma_236,What type of brain tumor is shown?,meningioma
glioma_066,Is there a tumor visible in this MRI scan?,yes
notumor_029,Is this a glioma tumor?,no
pituitary_010,Where is the tumor located?,sellar and suprasellar region
glioma_173,Is this a glioma tumor?,yes
glioma_226,Is this a glioma tumor?,yes
pituitary_077,What type of brain tumor is shown?,pituitary tumor
pituitary_007,What type of brain tumor is shown?,pituitary tumor
glioma_035,What type of brain tumor is shown?,glioma
meningioma_230,Is this a meningioma tumor?,yes
meningioma_208,Is there a tumor visible in this MRI scan?,yes
meningioma_144,Is this a meningioma tumor?,yes
glioma_080,Where is the tumor located?,right frontoparietal region
glioma_164,Is this a glioma tumor?,yes
pituitary_035,Is this a pituitary tumor?,yes
notumor_048,What type of brain tumor is shown?,no tumor
glioma_140,What type of brain tumor is shown?,glioma
pituitary_047,Where is the tumor located?,sellar region
glioma_029,Is there a tumor visible in this MRI scan?,yes
glioma_133,Where is the tumor located?,cerebellar vermis posterior fossa
glioma_057,Is there a tumor visible in this MRI scan?,yes
glioma_181,Where is the tumor located?,left periventricular region
notumor_054,Is there a tumor visible in this MRI scan?,no
notumor_232,What type of brain tumor is shown?,no tumor
meningioma_109,Is this a meningioma tumor?,yes
pituitary_094,Is this a pituitary tumor?,yes
notumor_021,Where is the tumor located?,no tumor present
notumor_250,Where is the tumor located?,no tumor present
meningioma_115,What type of brain tumor is shown?,meningioma
notumor_149,Where is the tumor located?,no tumor present
pituitary_191,What type of brain tumor is shown?,pituitary tumor
glioma_212,What type of brain tumor is shown?,glioma
glioma_049,Is this a glioma tumor?,yes
meningioma_117,Is there a tumor visible in this MRI scan?,yes
pituitary_156,Is this a pituitary tumor?,yes
glioma_237,What type of brain tumor is shown?,glioma
pituitary_006,Is this a pituitary tumor?,yes
pituitary_138,Where is the tumor located?,central skull base sellar region
meningioma_158,Is this a meningioma tumor?,yes
glioma_030,Is this a glioma tumor?,yes
glioma_162,Is this a glioma tumor?,yes
meningioma_218,What type of brain tumor is shown?,meningioma
glioma_001,Where is the tumor located?,right parietal lobe
glioma_019,What type of brain tumor is shown?,glioma
meningioma_189,Where is the tumor located?,right parietal convexity
glioma_117,Where is the tumor located?,right parietal occipital lobe
glioma_002,Is this a glioma tumor?,yes
meningioma_062,What type of brain tumor is shown?,meningioma
glioma_230,Where is the tumor located?,right frontal parietal region
pituitary_149,Where is the tumor located?,central sellar region
glioma_058,Is there a tumor visible in this MRI scan?,yes
meningioma_016,Where is the tumor located?,right parietal convexity
pituitary_148,What type of brain tumor is shown?,pituitary tumor
glioma_061,What type of brain tumor is shown?,glioma
notumor_102,Is there a tumor visible in this MRI scan?,no
meningioma_041,Is there a tumor visible in this MRI scan?,yes
notumor_023,Is there a tumor visible in this MRI scan?,no
notumor_085,Is this a glioma tumor?,no
notumor_060,Where is the tumor located?,no tumor present
pituitary_141,Where is the tumor located?,sellar and suprasellar region
pituitary_168,Where is the tumor located?,central sellar region
meningioma_132,What type of brain tumor is shown?,meningioma
meningioma_152,Is this a meningioma tumor?,yes
notumor_178,Is this a glioma tumor?,no
notumor_243,Is this a meningioma tumor?,no
pituitary_178,Is this a pituitary tumor?,yes
notumor_140,What type of brain tumor is shown?,no tumor
notumor_245,What type of brain tumor is shown?,no tumor
meningioma_248,Is this a meningioma tumor?,yes
notumor_128,Is there a tumor visible in this MRI scan?,no
pituitary_091,What type of brain tumor is shown?,pituitary tumor
meningioma_244,Where is the tumor located?,right frontoparietal convexity
meningioma_191,Is this a meningioma tumor?,yes
meningioma_077,Is this a meningioma tumor?,yes
pituitary_185,Where is the tumor located?,sellar region suprasellar extension
meningioma_136,Is this a meningioma tumor?,yes
notumor_116,What type of brain tumor is shown?,no tumor
pituitary_119,Is there a tumor visible in this MRI scan?,yes
pituitary_161,What type of brain tumor is shown?,pituitary tumor
pituitary_199,Where is the tumor located?,central skull base sellar region
glioma_156,What type of brain tumor is shown?,glioma
notumor_016,Where is the tumor located?,no tumor present
meningioma_124,Is this a meningioma tumor?,yes
glioma_028,What type of brain tumor is shown?,glioma
pituitary_069,Where is the tumor located?,sellar region
notumor_001,Is this a glioma tumor?,no
meningioma_043,Is this a meningioma tumor?,yes
notumor_065,Is this a meningioma tumor?,no
glioma_059,Is there a tumor visible in this MRI scan?,yes
glioma_017,What type of brain tumor is shown?,glioma
notumor_151,What type of brain tumor is shown?,no tumor
pituitary_019,Is there a tumor visible in this MRI scan?,yes
pituitary_049,Is there a tumor visible in this MRI scan?,yes
glioma_135,Is there a tumor visible in this MRI scan?,yes
pituitary_215,Where is the tumor located?,sellar region
glioma_032,Is this a glioma tumor?,yes
pituitary_034,Is this a pituitary tumor?,yes
meningioma_064,What type of brain tumor is shown?,meningioma
notumor_073,Where is the tumor located?,no tumor present
meningioma_245,Is there a tumor visible in this MRI scan?,yes
notumor_065,What type of brain tumor is shown?,no tumor
notumor_020,Is this a glioma tumor?,no
pituitary_019,Where is the tumor located?,central sellar region
glioma_122,Is there a tumor visible in this MRI scan?,yes
meningioma_164,What type of brain tumor is shown?,meningioma
notumor_213,Where is the tumor located?,no tumor present
notumor_170,Where is the tumor located?,no tumor present
notumor_077,Where is the tumor located?,no tumor present
notumor_009,What type of brain tumor is shown?,no tumor
notumor_155,Is this a meningioma tumor?,no
meningioma_194,What type of brain tumor is shown?,meningioma
pituitary_103,What type of brain tumor is shown?,pituitary tumor
notumor_146,Where is the tumor located?,no tumor present
glioma_230,What type of brain tumor is shown?,glioma
meningioma_162,What type of brain tumor is shown?,meningioma
meningioma_007,What type of brain tumor is shown?,meningioma
meningioma_008,What type of brain tumor is shown?,meningioma
glioma_221,What type of brain tumor is shown?,glioma
meningioma_084,Where is the tumor located?,right parietal lobe
pituitary_187,What type of brain tumor is shown?,pituitary tumor
pituitary_236,What type of brain tumor is shown?,pituitary tumor
pituitary_179,Is this a pituitary tumor?,yes
glioma_092,Is there a tumor visible in this MRI scan?,yes
pituitary_032,Is this a pituitary tumor?,yes
glioma_007,Where is the tumor located?,right temporal parietal region
glioma_119,Is this a glioma tumor?,yes
glioma_132,Is this a glioma tumor?,yes
glioma_182,Is this a glioma tumor?,yes
glioma_014,Where is the tumor located?,right parietal lobe
glioma_160,What type of brain tumor is shown?,glioma
glioma_076,What type of brain tumor is shown?,glioma
pituitary_192,What type of brain tumor is shown?,pituitary tumor
notumor_118,Is there a tumor visible in this MRI scan?,no
meningioma_070,Is there a tumor visible in this MRI scan?,yes
notumor_126,Where is the tumor located?,no tumor present
glioma_157,Is there a tumor visible in this MRI scan?,yes
pituitary_014,Where is the tumor located?,sellar and suprasellar region
meningioma_071,Is there a tumor visible in this MRI scan?,yes
pituitary_213,Where is the tumor located?,sellar region
meningioma_013,Is this a meningioma tumor?,yes
glioma_085,Is there a tumor visible in this MRI scan?,yes
glioma_012,Where is the tumor located?,left temporal lobe
pituitary_220,What type of brain tumor is shown?,pituitary tumor
glioma_027,What type of brain tumor is shown?,glioma
pituitary_100,Is this a pituitary tumor?,yes
meningioma_020,Where is the tumor located?,right parietal convexity
pituitary_072,What type of brain tumor is shown?,pituitary tumor
pituitary_066,Is this a pituitary tumor?,yes
meningioma_037,Is there a tumor visible in this MRI scan?,yes
notumor_041,Is this a meningioma tumor?,no
pituitary_075,Is there a tumor visible in this MRI scan?,yes
pituitary_211,Is this a pituitary tumor?,yes
meningioma_210,Is there a tumor visible in this MRI scan?,yes
meningioma_189,Is this a meningioma tumor?,yes
meningioma_026,Is this a meningioma tumor?,yes
